posting_id,posted_on,title,seniority,city,country,remote,salary_min_usd,salary_max_usd,company_size,skills
J71164,2024-08-13,Senior Data Scientist,senior,Austin,US,hybrid,132500,176500,scaleup,sql|pytorch|pandas|experimentation|statistics|python
J72374,2024-08-13,Junior Data Engineer,junior,New York,US,onsite,97000,129000,enterprise,airflow|python|spark
J72757,2024-08-13,Senior Analytics Engineer,senior,New York,US,hybrid,145500,194500,scaleup,dbt|sql|snowflake
J73064,2024-08-13,Senior Analytics Engineer,senior,San Francisco,US,hybrid,149500,199000,midmarket,dbt|snowflake|sql|airflow
J73083,2024-08-13,Junior Data Analyst,junior,San Francisco,US,onsite,66500,89000,enterprise,statistics|excel|tableau
J73224,2024-08-13,Senior Data Engineer,senior,Berlin,DE,remote,101000,134500,scaleup,sql|python|terraform
J70087,2024-08-14,Junior Data Scientist,junior,Amsterdam,NL,onsite,67000,89500,enterprise,experimentation|python|sql|pandas|statistics|pytorch
J70728,2024-08-14,Junior Data Engineer,junior,San Francisco,US,hybrid,95000,126500,midmarket,sql|aws|airflow|kafka|python
J70737,2024-08-14,Machine Learning Engineer,mid,Austin,US,remote,128000,171000,midmarket,kubernetes|python|aws|sql|pytorch
J71874,2024-08-14,Junior Data Analyst,junior,London,GB,hybrid,48000,64000,enterprise,statistics|sql|excel|looker|python|tableau
J71995,2024-08-14,Junior Machine Learning Engineer,junior,New York,US,hybrid,121000,161500,scaleup,mlflow|sql|kubernetes|pytorch|python|aws
J72208,2024-08-14,Junior Data Engineer,junior,Austin,US,hybrid,75000,99500,scaleup,aws|airflow|spark
J72466,2024-08-14,Data Analyst,mid,San Francisco,US,hybrid,88000,117500,enterprise,tableau|looker|python|sql
J72608,2024-08-14,Data Engineer,mid,San Francisco,US,hybrid,144000,191500,startup,sql|kafka|terraform|aws|spark
J70944,2024-08-15,Senior Data Engineer,senior,Amsterdam,NL,onsite,112500,150000,scaleup,kafka|terraform|python|airflow|spark|aws
J71021,2024-08-15,Senior Data Analyst,senior,San Francisco,US,remote,117000,156000,startup,tableau|looker|sql|excel|statistics
J71605,2024-08-15,Junior Machine Learning Engineer,junior,London,GB,onsite,,,enterprise,sql|kubernetes|aws|python
J72225,2024-08-15,Lead BI Developer,lead,New York,US,hybrid,143500,191000,scaleup,modelling|power bi|sql|excel
J72690,2024-08-15,Staff Machine Learning Engineer,staff,London,GB,remote,164500,219000,midmarket,kubernetes|mlflow|pytorch|aws|python|sql
J72308,2024-08-16,Senior BI Developer,senior,São Paulo,BR,remote,44000,58500,midmarket,sql|modelling|power bi|excel
J72345,2024-08-16,Data Engineer,mid,New York,US,remote,138000,184000,enterprise,python|aws|terraform
J72878,2024-08-16,Senior BI Developer,senior,Berlin,DE,remote,81500,108500,scaleup,modelling|power bi|sql
J73290,2024-08-16,Senior Machine Learning Engineer,senior,Bengaluru,IN,remote,56000,74500,scaleup,python|sql|mlflow|kubernetes
J70613,2024-08-17,Junior Data Analyst,junior,Toronto,CA,remote,41000,54500,enterprise,tableau|sql|python|looker|excel|statistics
J71445,2024-08-17,Junior Data Analyst,junior,New York,US,onsite,63500,84500,midmarket,sql|tableau|looker
J72015,2024-08-17,Senior Data Scientist,senior,Amsterdam,NL,hybrid,109000,145500,scaleup,pandas|pytorch|statistics
J72982,2024-08-17,Senior BI Developer,senior,New York,US,remote,124000,165000,scaleup,sql|dax|power bi|modelling|excel
J70536,2024-08-18,Senior Data Engineer,senior,Toronto,CA,hybrid,103500,138000,scaleup,spark|sql|aws
J71250,2024-08-18,Junior Analytics Engineer,junior,New York,US,hybrid,81000,108000,midmarket,airflow|snowflake|git|python|dbt
J71407,2024-08-18,Senior Data Scientist,senior,Chicago,US,hybrid,148000,197500,enterprise,statistics|pytorch|sql|experimentation|python|pandas
J72045,2024-08-18,Senior Data Analyst,senior,New York,US,remote,116500,155000,midmarket,statistics|excel|sql
J70819,2024-08-19,Senior Analytics Engineer,senior,São Paulo,BR,remote,53500,71500,enterprise,airflow|python|git|sql|snowflake
J73138,2024-08-19,Data Analyst,mid,Austin,US,hybrid,76500,102000,scaleup,sql|statistics|python|looker|excel
J70850,2024-08-20,Junior Data Platform Engineer,junior,San Francisco,US,hybrid,111500,149000,midmarket,terraform|spark|python
J73262,2024-08-20,Analytics Engineer,mid,Bengaluru,IN,remote,,,midmarket,python|dbt|snowflake|airflow|sql|git
J70055,2024-08-21,Machine Learning Engineer,mid,Bengaluru,IN,onsite,,,startup,kubernetes|aws|sql
J70983,2024-08-21,Senior Analytics Engineer,senior,Bengaluru,IN,hybrid,,,enterprise,python|dbt|sql|airflow
J71812,2024-08-21,Analytics Engineer,mid,London,GB,hybrid,84000,111500,scaleup,python|snowflake|dbt|airflow|git
J72082,2024-08-21,Junior Data Scientist,junior,San Francisco,US,onsite,,,startup,pandas|statistics|python
J72507,2024-08-21,Junior Data Engineer,junior,London,GB,hybrid,68500,91500,midmarket,sql|spark|airflow
J70559,2024-08-22,Senior Data Engineer,senior,London,GB,onsite,105500,141000,startup,kafka|python|aws
J72938,2024-08-22,Junior Analytics Engineer,junior,Bengaluru,IN,hybrid,25500,34000,startup,git|snowflake|python|sql|airflow|dbt
J73396,2024-08-22,Senior Data Scientist,senior,New York,US,hybrid,172000,229500,startup,sql|pandas|pytorch|python
J70689,2024-08-23,Lead Data Analyst,lead,Austin,US,hybrid,,,enterprise,excel|sql|python|tableau|looker|statistics
J71053,2024-08-23,Senior Data Scientist,senior,Austin,US,onsite,142000,189500,startup,experimentation|pandas|pytorch|python|statistics
J71220,2024-08-23,Junior Data Analyst,junior,London,GB,hybrid,46500,62000,startup,tableau|looker|statistics
J72729,2024-08-23,Junior BI Developer,junior,San Francisco,US,remote,81000,108000,scaleup,sql|modelling|dax
J70957,2024-08-24,Data Engineer,mid,Austin,US,remote,106000,141500,enterprise,terraform|python|kafka
J73057,2024-08-24,Senior Data Platform Engineer,senior,Bengaluru,IN,hybrid,,,enterprise,aws|terraform|observability|kubernetes
J73377,2024-08-24,Senior Data Analyst,senior,Austin,US,hybrid,93000,124000,scaleup,python|statistics|tableau|looker|excel
J73429,2024-08-24,Machine Learning Engineer,mid,New York,US,remote,170500,227000,midmarket,sql|kubernetes|python|mlflow|aws
J70137,2024-08-25,Senior Data Scientist,senior,Bengaluru,IN,hybrid,,,startup,pandas|experimentation|statistics
J72436,2024-08-25,BI Developer,mid,New York,US,hybrid,97000,129500,enterprise,dax|sql|modelling|power bi|excel
J72611,2024-08-25,Data Analyst,mid,Bengaluru,IN,hybrid,,,midmarket,sql|looker|python|statistics|excel
J73043,2024-08-25,Junior Data Platform Engineer,junior,Chicago,US,onsite,90000,120000,startup,python|observability|terraform
J73403,2024-08-25,Senior Data Scientist,senior,Amsterdam,NL,hybrid,,,startup,experimentation|statistics|pandas
J72774,2024-08-26,Staff Data Engineer,staff,Bengaluru,IN,onsite,57000,76000,midmarket,aws|airflow|spark|python|kafka
J70565,2024-08-27,Data Engineer,mid,São Paulo,BR,hybrid,,,startup,aws|terraform|spark|python|sql|kafka
J70761,2024-08-27,Senior Analytics Engineer,senior,San Francisco,US,hybrid,169000,225000,enterprise,airflow|python|sql|dbt|snowflake|git
J71288,2024-08-27,Senior Data Scientist,senior,Toronto,CA,hybrid,111500,149000,scaleup,experimentation|sql|pytorch
J72202,2024-08-27,BI Developer,mid,New York,US,hybrid,93500,124500,enterprise,dax|excel|sql|power bi|modelling
J72477,2024-08-27,Staff Data Platform Engineer,staff,New York,US,hybrid,242000,322500,enterprise,python|spark|aws
J73196,2024-08-28,Data Scientist,mid,Berlin,DE,remote,82500,110000,enterprise,python|statistics|experimentation|pytorch
J71490,2024-08-29,Junior Data Engineer,junior,São Paulo,BR,onsite,31000,41000,startup,python|spark|terraform
J71975,2024-08-29,Senior Data Engineer,senior,São Paulo,BR,onsite,,,startup,spark|sql|terraform|python
J72462,2024-08-29,Data Engineer,mid,Toronto,CA,onsite,,,enterprise,python|terraform|aws|airflow|spark|sql
J73265,2024-08-29,Senior Data Engineer,senior,Toronto,CA,remote,,,enterprise,aws|sql|terraform|spark|kafka
J70064,2024-08-30,Junior Data Analyst,junior,Bengaluru,IN,remote,19000,25500,midmarket,tableau|looker|excel
J70544,2024-08-30,Data Analyst,mid,Bengaluru,IN,onsite,23500,31500,enterprise,excel|tableau|python
J70803,2024-09-01,Staff Data Engineer,staff,Berlin,DE,hybrid,120000,160000,scaleup,python|aws|sql|kafka|spark|terraform
J71880,2024-09-01,Senior BI Developer,senior,New York,US,remote,121000,161000,enterprise,modelling|sql|dax
J70292,2024-09-02,Lead Data Analyst,lead,Berlin,DE,remote,97500,130000,startup,excel|tableau|sql
J70364,2024-09-02,Senior Data Scientist,senior,Bengaluru,IN,hybrid,47500,63500,enterprise,pytorch|pandas|sql|python
J70646,2024-09-02,Lead Analytics Engineer,lead,London,GB,remote,129000,172000,startup,python|snowflake|sql|airflow|dbt
J71310,2024-09-02,Junior Data Platform Engineer,junior,Bengaluru,IN,remote,29500,39500,enterprise,python|observability|aws|terraform|spark
J71622,2024-09-02,Junior Data Engineer,junior,San Francisco,US,hybrid,105500,140500,startup,python|airflow|terraform|spark|sql
J71903,2024-09-02,Senior Data Engineer,senior,New York,US,hybrid,169000,225000,startup,terraform|aws|spark|airflow|kafka|python
J70251,2024-09-03,BI Developer,mid,Chicago,US,remote,75000,100000,scaleup,sql|power bi|excel|dax
J70557,2024-09-03,Senior Data Analyst,senior,Berlin,DE,remote,75500,100500,enterprise,statistics|excel|sql|looker|python|tableau
J72978,2024-09-03,Junior Analytics Engineer,junior,Bengaluru,IN,remote,25000,33000,midmarket,sql|airflow|python|dbt
J70238,2024-09-04,Senior Data Scientist,senior,Berlin,DE,remote,,,scaleup,pytorch|statistics|pandas|sql|experimentation
J70706,2024-09-04,Senior Analytics Engineer,senior,San Francisco,US,remote,150000,200000,scaleup,snowflake|airflow|dbt|git|python
J71685,2024-09-04,Data Analyst,mid,Austin,US,hybrid,68000,90500,startup,excel|statistics|tableau|looker
J73153,2024-09-04,Data Scientist,mid,San Francisco,US,remote,150000,200000,scaleup,pandas|statistics|experimentation|sql|pytorch
J71463,2024-09-05,Junior Data Scientist,junior,New York,US,hybrid,,,scaleup,experimentation|python|pytorch|sql|statistics
J72949,2024-09-05,Senior Data Engineer,senior,San Francisco,US,hybrid,174500,232500,midmarket,spark|aws|airflow
J70979,2024-09-06,Junior Analytics Engineer,junior,San Francisco,US,hybrid,,,scaleup,python|airflow|git|sql
J71689,2024-09-06,Data Analyst,mid,Amsterdam,NL,hybrid,61000,81000,midmarket,tableau|python|statistics
J71881,2024-09-06,Senior Data Analyst,senior,Austin,US,hybrid,93500,124500,midmarket,looker|excel|python|statistics
J71940,2024-09-06,Senior Data Analyst,senior,Amsterdam,NL,remote,74500,99000,enterprise,sql|looker|tableau
J72003,2024-09-06,Junior Data Analyst,junior,Toronto,CA,hybrid,40000,53500,startup,sql|looker|excel|tableau|python|statistics
J70092,2024-09-07,Data Analyst,mid,Toronto,CA,remote,61500,82000,enterprise,excel|python|looker|statistics|sql
J71813,2024-09-07,Data Analyst,mid,Chicago,US,onsite,76500,102500,scaleup,statistics|sql|excel|looker|python
J73291,2024-09-07,Data Engineer,mid,Amsterdam,NL,hybrid,,,midmarket,sql|airflow|aws|spark|terraform|python
J70661,2024-09-08,Senior Machine Learning Engineer,senior,New York,US,onsite,192000,256000,startup,mlflow|python|aws|kubernetes|pytorch|sql
J71018,2024-09-08,Staff BI Developer,staff,Bengaluru,IN,hybrid,40000,53000,enterprise,excel|modelling|dax|sql|power bi
J71486,2024-09-08,Staff Data Engineer,staff,São Paulo,BR,hybrid,,,midmarket,terraform|aws|kafka
J72298,2024-09-09,Lead Data Engineer,lead,Berlin,DE,hybrid,128000,171000,enterprise,spark|airflow|aws|sql|terraform
J73392,2024-09-09,Senior Data Engineer,senior,Chicago,US,remote,135000,179500,midmarket,aws|terraform|python|kafka|airflow
J70715,2024-09-10,Junior Data Engineer,junior,Bengaluru,IN,onsite,27000,36000,midmarket,aws|python|sql|terraform|spark
J72143,2024-09-10,Senior BI Developer,senior,Chicago,US,remote,94500,126000,midmarket,excel|modelling|dax|sql
J72301,2024-09-10,Staff Machine Learning Engineer,staff,New York,US,onsite,256500,342000,startup,mlflow|sql|aws|python|kubernetes
J72584,2024-09-10,Data Scientist,mid,Toronto,CA,hybrid,93500,124500,scaleup,sql|pytorch|pandas|python|statistics|experimentation
J73372,2024-09-10,Junior Data Scientist,junior,New York,US,remote,,,midmarket,experimentation|pytorch|sql|statistics|pandas
J70875,2024-09-11,Senior Data Platform Engineer,senior,New York,US,remote,190000,253500,enterprise,terraform|spark|observability
J71814,2024-09-11,Senior Data Engineer,senior,São Paulo,BR,onsite,58500,78000,enterprise,kafka|airflow|terraform|spark|python|sql
J72813,2024-09-11,Machine Learning Engineer,mid,New York,US,onsite,158500,211500,midmarket,aws|pytorch|mlflow|python|kubernetes
J70906,2024-09-12,Machine Learning Engineer,mid,São Paulo,BR,hybrid,56500,75000,startup,kubernetes|python|sql|pytorch|aws
J72791,2024-09-12,Senior Data Scientist,senior,San Francisco,US,remote,175000,233000,enterprise,experimentation|python|sql|pytorch|statistics|pandas
J71586,2024-09-13,Senior Data Engineer,senior,Bengaluru,IN,remote,,,enterprise,airflow|spark|sql|kafka
J72514,2024-09-13,Staff Data Scientist,staff,Amsterdam,NL,hybrid,152000,202500,scaleup,pandas|python|sql|pytorch|experimentation|statistics
J72540,2024-09-13,Lead Analytics Engineer,lead,London,GB,remote,134500,179500,startup,snowflake|airflow|sql|git|dbt|python
J71238,2024-09-14,Analytics Engineer,mid,New York,US,remote,117000,156500,startup,sql|snowflake|python|git|airflow|dbt
J72262,2024-09-14,Junior Data Analyst,junior,Chicago,US,onsite,52000,69500,startup,sql|tableau|looker|excel|statistics
J73458,2024-09-14,Junior Analytics Engineer,junior,São Paulo,BR,remote,,,scaleup,dbt|airflow|snowflake
J73477,2024-09-14,Machine Learning Engineer,mid,Austin,US,remote,125000,167000,scaleup,mlflow|pytorch|python|sql
J70770,2024-09-15,Staff Analytics Engineer,staff,Chicago,US,remote,148000,197500,scaleup,python|airflow|snowflake
J72445,2024-09-15,Machine Learning Engineer,mid,Toronto,CA,hybrid,104500,139000,scaleup,kubernetes|python|pytorch|sql|mlflow|aws
J71248,2024-09-16,Data Platform Engineer,mid,New York,US,hybrid,144500,192500,midmarket,observability|python|spark|terraform|aws
J71565,2024-09-16,Lead Machine Learning Engineer,lead,Toronto,CA,hybrid,183000,243500,scaleup,kubernetes|pytorch|aws
J71578,2024-09-16,Data Analyst,mid,São Paulo,BR,onsite,29000,38500,scaleup,excel|sql|tableau|statistics|looker|python
J72223,2024-09-16,Staff Data Engineer,staff,Bengaluru,IN,onsite,51000,68000,midmarket,sql|python|airflow
J72486,2024-09-16,Senior Data Analyst,senior,San Francisco,US,remote,127000,169000,scaleup,excel|statistics|tableau|sql|looker|python
J70433,2024-09-17,Junior Data Analyst,junior,London,GB,hybrid,47500,63500,midmarket,excel|looker|statistics
J71987,2024-09-17,Staff Analytics Engineer,staff,Bengaluru,IN,remote,53500,71000,enterprise,dbt|git|python|snowflake|airflow
J70228,2024-09-18,Senior Data Analyst,senior,London,GB,remote,,,startup,statistics|tableau|looker|python
J70634,2024-09-18,BI Developer,mid,Austin,US,onsite,80500,107000,enterprise,power bi|modelling|excel|dax|sql
J71493,2024-09-18,Senior Analytics Engineer,senior,London,GB,hybrid,98500,131000,midmarket,git|python|dbt|airflow|snowflake
J71614,2024-09-18,Senior Data Analyst,senior,San Francisco,US,hybrid,117000,155500,midmarket,statistics|sql|looker|tableau|python|excel
J73029,2024-09-18,Data Engineer,mid,Berlin,DE,hybrid,80500,107500,scaleup,aws|spark|terraform
J73339,2024-09-18,Senior Data Analyst,senior,Berlin,DE,remote,76500,102500,scaleup,looker|python|statistics|tableau
J70356,2024-09-19,Data Platform Engineer,mid,San Francisco,US,remote,146500,195000,startup,spark|kubernetes|terraform
J70602,2024-09-19,Junior Analytics Engineer,junior,Austin,US,hybrid,72500,96500,enterprise,sql|airflow|snowflake|dbt|python
J71875,2024-09-19,Senior Research Scientist,senior,Bengaluru,IN,hybrid,58000,77000,enterprise,statistics|pytorch|research
J73173,2024-09-19,Data Analyst,mid,Chicago,US,hybrid,69000,92000,enterprise,statistics|tableau|python|excel|looker|sql
J70932,2024-09-20,Staff Machine Learning Engineer,staff,Austin,US,remote,209500,279000,enterprise,aws|sql|python|mlflow|kubernetes|pytorch
J71416,2024-09-20,Data Engineer,mid,São Paulo,BR,onsite,43500,58000,scaleup,spark|terraform|sql
J71986,2024-09-20,Lead Analytics Engineer,lead,Bengaluru,IN,hybrid,54500,73000,startup,python|dbt|airflow|snowflake
J72371,2024-09-20,Data Scientist,mid,New York,US,hybrid,139000,185000,enterprise,pytorch|experimentation|sql|pandas|python
J72807,2024-09-20,Lead Data Engineer,lead,New York,US,remote,,,scaleup,spark|sql|terraform
J70401,2024-09-21,Senior Data Analyst,senior,Amsterdam,NL,hybrid,79000,105500,scaleup,statistics|excel|tableau
J71333,2024-09-22,Data Analyst,mid,London,GB,hybrid,63500,85000,enterprise,excel|sql|python
J72303,2024-09-22,Senior Data Scientist,senior,Toronto,CA,onsite,115500,154000,startup,experimentation|sql|python|pytorch
J72414,2024-09-23,Data Platform Engineer,mid,Bengaluru,IN,hybrid,41500,55500,enterprise,python|terraform|observability
J73278,2024-09-23,Data Engineer,mid,Amsterdam,NL,hybrid,95000,126500,enterprise,aws|airflow|sql|kafka|terraform|spark
J71718,2024-09-24,Senior Data Engineer,senior,New York,US,onsite,162000,216000,scaleup,airflow|kafka|sql|terraform|python
J72051,2024-09-24,Senior Data Scientist,senior,San Francisco,US,onsite,180500,241000,enterprise,statistics|sql|pandas
J72254,2024-09-24,Data Engineer,mid,Chicago,US,hybrid,114000,152500,enterprise,kafka|airflow|sql|terraform|python
J71756,2024-09-25,Data Analyst,mid,New York,US,hybrid,82000,109000,enterprise,looker|excel|sql|statistics|python
J73054,2024-09-25,Data Engineer,mid,São Paulo,BR,onsite,44000,58500,enterprise,aws|terraform|python
J70643,2024-09-26,Data Platform Engineer,mid,Austin,US,remote,121500,162000,midmarket,observability|kubernetes|aws|terraform
J72626,2024-09-26,Senior Machine Learning Engineer,senior,Austin,US,onsite,167000,222500,scaleup,python|sql|kubernetes|mlflow
J73267,2024-09-26,Data Scientist,mid,Toronto,CA,hybrid,84500,112500,midmarket,pytorch|experimentation|sql|python
J70666,2024-09-27,Lead Data Analyst,lead,Berlin,DE,hybrid,,,enterprise,looker|tableau|excel|statistics
J71554,2024-09-27,Senior Machine Learning Engineer,senior,New York,US,hybrid,206500,275500,midmarket,kubernetes|pytorch|mlflow
J71924,2024-09-27,Junior Data Analyst,junior,Bengaluru,IN,remote,17000,23000,midmarket,tableau|excel|looker|python|statistics
J72930,2024-09-27,Senior BI Developer,senior,Berlin,DE,hybrid,72000,96000,startup,modelling|dax|power bi|sql
J73028,2024-09-27,Junior Machine Learning Engineer,junior,São Paulo,BR,onsite,41500,55000,enterprise,sql|kubernetes|python|mlflow
J73471,2024-09-27,Senior Analytics Engineer,senior,San Francisco,US,hybrid,160000,213500,scaleup,python|snowflake|dbt|sql|git|airflow
J71295,2024-09-29,Machine Learning Engineer,mid,San Francisco,US,onsite,154500,206000,scaleup,kubernetes|sql|python|mlflow|pytorch|aws
J72258,2024-09-29,Lead Data Scientist,lead,Austin,US,hybrid,171000,228500,enterprise,statistics|python|pandas|experimentation|pytorch
J72771,2024-09-29,Senior Data Analyst,senior,Austin,US,remote,93500,124500,enterprise,excel|statistics|looker|sql|python|tableau
J73406,2024-09-29,Senior Data Analyst,senior,Berlin,DE,hybrid,70500,93500,midmarket,excel|sql|python
J70773,2024-09-30,Senior Machine Learning Engineer,senior,Bengaluru,IN,remote,52000,69500,enterprise,mlflow|python|pytorch
J71163,2024-09-30,Analytics Engineer,mid,Bengaluru,IN,onsite,,,scaleup,git|dbt|python|snowflake
J71428,2024-09-30,Senior Analytics Engineer,senior,London,GB,remote,,,enterprise,python|git|snowflake|dbt
J71784,2024-09-30,Junior Research Scientist,junior,San Francisco,US,hybrid,130500,174000,enterprise,research|pytorch|jax|python
J71972,2024-09-30,Data Analyst,mid,San Francisco,US,onsite,,,startup,tableau|excel|statistics|looker
J72207,2024-09-30,Data Scientist,mid,Toronto,CA,hybrid,,,scaleup,pandas|pytorch|sql|python|experimentation
J70909,2024-10-01,Junior Analytics Engineer,junior,Chicago,US,hybrid,72000,96000,enterprise,snowflake|git|python
J71278,2024-10-01,Staff BI Developer,staff,São Paulo,BR,onsite,,,midmarket,modelling|sql|power bi|dax
J71859,2024-10-01,Senior BI Developer,senior,London,GB,hybrid,77500,103500,enterprise,power bi|dax|excel|sql
J72606,2024-10-01,Analytics Engineer,mid,Chicago,US,onsite,93000,123500,enterprise,airflow|git|python|sql|dbt|snowflake
J72963,2024-10-01,Junior Data Engineer,junior,Toronto,CA,hybrid,,,startup,terraform|kafka|spark|sql
J73449,2024-10-01,Junior Data Scientist,junior,Bengaluru,IN,hybrid,30000,39500,enterprise,statistics|pandas|pytorch|experimentation|python|sql
J70200,2024-10-02,Data Analyst,mid,Austin,US,remote,72000,96000,scaleup,statistics|looker|excel|python|sql
J70808,2024-10-02,Lead Data Analyst,lead,New York,US,hybrid,152500,203500,midmarket,statistics|tableau|python|sql|looker|excel
J70855,2024-10-02,Senior Analytics Engineer,senior,Austin,US,hybrid,115000,153500,enterprise,snowflake|airflow|git|dbt|sql|python
J71235,2024-10-02,Junior Data Scientist,junior,New York,US,onsite,105000,139500,midmarket,statistics|sql|pytorch
J71732,2024-10-02,Data Analyst,mid,Berlin,DE,hybrid,,,startup,tableau|statistics|sql
J72250,2024-10-02,Lead Machine Learning Engineer,lead,San Francisco,US,remote,260000,346500,enterprise,python|aws|mlflow|kubernetes|pytorch
J72376,2024-10-02,Data Engineer,mid,Austin,US,onsite,117500,157000,enterprise,airflow|sql|terraform
J72623,2024-10-02,Junior Data Engineer,junior,London,GB,hybrid,72500,96500,startup,spark|sql|python|terraform|airflow
J73017,2024-10-02,Senior Data Analyst,senior,New York,US,remote,123000,164000,enterprise,looker|sql|python|excel|tableau|statistics
J70772,2024-10-03,Analytics Engineer,mid,Berlin,DE,onsite,71500,95500,enterprise,sql|snowflake|airflow
J71127,2024-10-03,Lead Data Engineer,lead,Chicago,US,onsite,162000,216000,midmarket,sql|kafka|airflow
J71714,2024-10-03,Data Scientist,mid,London,GB,hybrid,,,startup,python|statistics|experimentation|pytorch
J72589,2024-10-03,Senior BI Developer,senior,Bengaluru,IN,hybrid,34000,45500,enterprise,sql|modelling|power bi|excel|dax
J70249,2024-10-04,Senior Analytics Engineer,senior,Amsterdam,NL,remote,108500,144500,scaleup,git|sql|airflow
J70687,2024-10-04,Data Scientist,mid,Amsterdam,NL,remote,88000,117000,startup,statistics|python|pytorch
J71318,2024-10-05,Senior Analytics Engineer,senior,Austin,US,remote,123500,165000,startup,snowflake|python|dbt|sql
J71631,2024-10-05,BI Developer,mid,Bengaluru,IN,onsite,,,startup,power bi|dax|sql
J72867,2024-10-05,Analytics Engineer,mid,New York,US,hybrid,,,midmarket,dbt|airflow|git|snowflake|sql|python
J73188,2024-10-05,Junior Data Scientist,junior,Bengaluru,IN,hybrid,29500,39500,enterprise,python|statistics|pytorch
J73304,2024-10-05,Staff Machine Learning Engineer,staff,London,GB,remote,,,enterprise,aws|python|mlflow|pytorch|kubernetes|sql
J70695,2024-10-06,Lead Data Scientist,lead,Chicago,US,remote,199500,265500,scaleup,pandas|sql|python|experimentation
J70638,2024-10-07,Data Analyst,mid,Toronto,CA,hybrid,57000,75500,scaleup,excel|statistics|looker
J70986,2024-10-07,Data Scientist,mid,London,GB,hybrid,96000,128500,scaleup,sql|python|pytorch|statistics|pandas|experimentation
J71072,2024-10-07,Junior Analytics Engineer,junior,Austin,US,onsite,76000,101500,scaleup,snowflake|git|python|dbt|airflow|sql
J71642,2024-10-07,Machine Learning Engineer,mid,Bengaluru,IN,onsite,46000,61000,startup,mlflow|kubernetes|sql|pytorch|python|aws
J73156,2024-10-07,Junior Machine Learning Engineer,junior,Austin,US,hybrid,94000,125000,midmarket,pytorch|python|aws|mlflow|kubernetes
J70063,2024-10-08,Junior Data Engineer,junior,Chicago,US,hybrid,72500,96500,startup,spark|aws|sql
J71430,2024-10-08,Data Scientist,mid,São Paulo,BR,remote,49000,65000,midmarket,statistics|pytorch|pandas
J71902,2024-10-08,Senior BI Developer,senior,Austin,US,hybrid,103500,138000,startup,power bi|sql|dax
J73086,2024-10-08,Analytics Engineer,mid,Austin,US,hybrid,96500,129000,midmarket,git|sql|snowflake|python|dbt|airflow
J71497,2024-10-09,Senior Analytics Engineer,senior,New York,US,hybrid,137500,183500,scaleup,dbt|git|sql|airflow|python
J71916,2024-10-09,Data Platform Engineer,mid,Austin,US,remote,118500,158000,scaleup,kubernetes|spark|terraform|observability
J70914,2024-10-10,Junior Data Platform Engineer,junior,Bengaluru,IN,hybrid,28000,37000,enterprise,terraform|aws|observability|spark|python|kubernetes
J72026,2024-10-10,Senior Data Analyst,senior,Austin,US,onsite,92500,123500,startup,looker|sql|python|statistics
J72836,2024-10-10,Junior Data Analyst,junior,London,GB,hybrid,41500,55500,scaleup,python|excel|statistics
J72960,2024-10-11,Lead BI Developer,lead,London,GB,hybrid,104500,139000,scaleup,excel|dax|modelling
J71047,2024-10-12,Analytics Engineer,mid,São Paulo,BR,hybrid,39000,52000,scaleup,git|dbt|snowflake
J71131,2024-10-12,Machine Learning Engineer,mid,São Paulo,BR,hybrid,,,startup,python|pytorch|kubernetes|mlflow
J71531,2024-10-12,Junior Analytics Engineer,junior,San Francisco,US,onsite,86000,115000,scaleup,git|dbt|snowflake|sql
J71863,2024-10-12,Junior Analytics Engineer,junior,Toronto,CA,onsite,57000,76000,startup,dbt|git|sql|snowflake|python
J72013,2024-10-12,Senior Data Analyst,senior,São Paulo,BR,onsite,35500,47500,enterprise,tableau|sql|python
J72912,2024-10-12,Data Scientist,mid,Chicago,US,hybrid,115000,153000,scaleup,pandas|python|pytorch
J70886,2024-10-13,Junior Machine Learning Engineer,junior,Toronto,CA,hybrid,,,enterprise,aws|kubernetes|sql
J71893,2024-10-13,Data Analyst,mid,Chicago,US,hybrid,69000,92500,enterprise,statistics|looker|tableau|sql|python|excel
J73346,2024-10-13,Staff Data Analyst,staff,Chicago,US,onsite,118000,157500,midmarket,looker|excel|sql
J71196,2024-10-14,Junior Data Scientist,junior,San Francisco,US,remote,110500,147500,enterprise,pandas|python|sql|statistics|pytorch|experimentation
J71309,2024-10-14,Lead Data Analyst,lead,San Francisco,US,remote,161500,215000,enterprise,statistics|sql|tableau|looker
J71338,2024-10-14,Senior Data Engineer,senior,London,GB,remote,124500,165500,scaleup,kafka|spark|airflow|python|aws|terraform
J73272,2024-10-14,Data Engineer,mid,London,GB,onsite,97500,129500,midmarket,sql|python|kafka
J71197,2024-10-15,Staff Data Scientist,staff,São Paulo,BR,remote,,,enterprise,pytorch|statistics|pandas
J70655,2024-10-16,Senior Data Analyst,senior,Austin,US,hybrid,96000,128000,midmarket,python|excel|statistics|sql|tableau
J70942,2024-10-17,Data Scientist,mid,Amsterdam,NL,hybrid,,,scaleup,python|pytorch|experimentation|pandas|sql
J71054,2024-10-17,Data Analyst,mid,São Paulo,BR,remote,29000,38500,enterprise,looker|sql|excel|statistics
J72741,2024-10-17,Staff Analytics Engineer,staff,San Francisco,US,hybrid,182000,242500,scaleup,dbt|sql|snowflake|python|airflow|git
J72879,2024-10-17,Data Analyst,mid,Bengaluru,IN,remote,,,scaleup,statistics|sql|python|tableau|excel
